Club,Player Name,Position,Status,Resting Heart Rate (bpm),Max Heart Rate (bpm),HRV (ms),VO2 Max (ml/kg/min),Weight (kg),Reaction Time (ms),Match Consistency Variance,Minutes Played,Injury Frequency,Recovery Time (weeks),Training Hours,Heart Rate Zone,Fatigue Score,Injury Risk,Readiness Score,Player ID,League,Team
Nottingham Forest,Player_Not_19,Defender,At Risk,73,200,91.656390020279,48.3157647890825,83.9948523386325,361.394456441804,0.695197164571883,752,1,11,9.93874769549594,Zone 1 (Rest),17.2055457718327,1.3173064920859,61.3833045187644,419,Premier League,Nottingham Forest
Nottingham Forest,Player_Not_20,Midfielder,Optimal,55,157,92.0673717276522,49.3903733069127,72.6796810136688,299.563783359481,0.104197456455978,2937,0,0,14.8127795121924,Zone 1 (Rest),64.9143562412484,0.0,48.7537508237685,420,Premier League,Nottingham Forest
Nottingham Forest,Player_Not_21,Forward,Recovering,63,196,59.4756381676812,41.7226427812736,84.4316033780629,356.066950510283,0.632179657753872,770,2,5,5.12055096704333,Zone 1 (Rest),31.2362098172201,2.29848797570384,35.6949342508851,421,Premier League,Nottingham Forest
Nottingham Forest,Player_Not_22,Goalkeeper,Optimal,52,156,96.096131044427,37.664307318945,80.4083194407707,244.257734593282,0.119345084419512,2377,0,0,14.4115055223063,Zone 1 (Rest),66.0721481432804,0.0,43.3899296282638,422,Premier League,Nottingham Forest
Nottingham Forest,Player_Not_23,Defender,At Risk,70,191,91.9913345778313,41.0937404957673,84.7779692565005,426.291758516604,1.2844054732128,1708,1,8,6.23699873529173,Zone 1 (Rest),45.3469697036668,1.56862789547354,45.9361808219538,423,Premier League,Nottingham Forest
Nottingham Forest,Player_Not_24,Defender,At Risk,81,208,85.0260315770911,41.432152989658896,65.5451519384108,311.917419470629,1.10435931971477,1576,3,11,7.71499066302635,Zone 1 (Rest),44.9559952016111,2.13422754709259,39.183744887086,424,Premier League,Nottingham Forest
Nottingham Forest,Player_Not_25,Midfielder,Optimal,62,152,67.3783620423953,44.0458789831641,71.6012117113193,205.11502056204,0.259117376371639,2588,0,0,19.5241530599664,Zone 1 (Rest),87.8623084569721,0.0,15.5012714267021,425,Premier League,Nottingham Forest
Sheffield United,Player_She_1,Defender,Optimal,56,169,78.9773957448294,30.1466830167236,60.774281785895504,255.3290639623,0.308179761666114,2194,0,0,18.7803351284446,Zone 1 (Rest),92.9385644157952,0.0,9.57722742352531,426,Premier League,Sheffield United
Sheffield United,Player_She_2,Midfielder,Optimal,54,156,63.9203073912296,30.8813172314076,79.6319212583385,254.127011094168,0.358228872570971,2000,0,0,13.3039147366562,Zone 1 (Rest),101.994009901746,0.0,-4.61050338404436,427,Premier League,Sheffield United
Sheffield United,Player_She_4,Defender,Recovering,58,207,57.8415525068654,31.8228127888936,68.5770160131361,434.477962559741,0.669872594404476,1615,3,9,7.05394404999806,Zone 1 (Rest),88.122495693323,2.94109663460332,0.744864542239625,429,Premier League,Sheffield United
Sheffield United,Player_She_5,Defender,At Risk,73,190,60.8887392810232,49.7707997409141,61.2428426645816,493.560547529697,1.0498641783644,1955,3,6,5.48482835482712,Zone 1 (Rest),64.6921946423961,2.69489895755809,24.193339147127,430,Premier League,Sheffield United
Sheffield United,Player_She_6,Midfielder,At Risk,71,191,83.5078807315018,42.247289638979694,69.9595941429811,456.326511610649,0.937051521842188,1634,1,8,8.91212906106394,Zone 1 (Rest),46.5680466615227,1.20929868343174,41.45922707275329,431,Premier League,Sheffield United
Sheffield United,Player_She_7,Defender,Optimal,59,163,93.2249104172716,34.4931479528353,71.9799774059767,240.967286929252,0.491288267410623,2662,0,0,10.1667581348984,Zone 1 (Rest),83.0995651333839,0.0,27.3733087341859,432,Premier League,Sheffield United
Sheffield United,Player_She_8,Defender,Optimal,56,177,76.8004401718265,41.5671952623308,84.9783531997839,280.416556498388,0.44656927341588,2176,0,0,19.5719696351923,Zone 1 (Rest),68.7754193134472,0.0,28.0182011981413,433,Premier League,Sheffield United
Sheffield United,Player_She_9,Defender,Optimal,52,189,81.9435366021875,38.0547896949366,75.5883502740902,299.652630879862,0.154086925485142,2418,0,0,13.9600096638562,Zone 1 (Rest),77.9888289717343,0.0,22.227247262111,434,Premier League,Sheffield United
Sheffield United,Player_She_10,Midfielder,Optimal,56,171,95.1840598684705,58.1408392083004,89.7459832748216,220.831539000852,0.242175734945625,2063,0,0,17.3087962332221,Zone 1 (Rest),37.5908619899481,0.0,67.6807234425864,435,Premier League,Sheffield United
Sheffield United,Player_She_11,Defender,At Risk,83,202,83.7512252777381,41.5118685728016,64.8437350219272,394.347967503688,1.05347177620985,1312,2,9,8.71135696126143,Zone 1 (Rest),37.9878277621513,1.5077026761517,43.2055772714794,436,Premier League,Sheffield United
Sheffield United,Player_She_12,Goalkeeper,Optimal,56,169,87.9735786501057,36.6112200461258,85.6184181957302,241.240306046787,0.17830224256225,2295,0,0,16.1010792203623,Zone 1 (Rest),71.7550513864958,0.0,31.2602055087194,437,Premier League,Sheffield United
Sheffield United,Player_She_13,Forward,At Risk,73,194,96.4783833679853,41.2185744344144,80.8205224231723,336.550233197487,0.81904507433224,796,2,10,6.21289133036913,Zone 1 (Rest),20.1728217776697,2.00196956570305,60.5794515591392,438,Premier League,Sheffield United
Sheffield United,Player_She_14,Midfielder,Optimal,63,151,97.6589695002426,43.48818534223,74.1494847225179,209.142199181714,0.350272764904541,2240,0,0,13.6164709484104,Zone 1 (Rest),53.0635846424254,0.0,58.3334901987068,439,Premier League,Sheffield United
Sheffield United,Player_She_15,Midfielder,At Risk,83,190,67.8517720924427,30.4512902341069,83.5416221174775,415.423416477581,1.39065845546184,720,3,8,7.14836681677574,Zone 1 (Rest),35.1929878653705,2.26790396539858,33.2158286637785,440,Premier League,Sheffield United
Sheffield United,Player_She_16,Forward,Optimal,58,150,73.0968383493379,33.2924102647301,79.5292962712505,279.069110190017,0.253893030602978,2344,0,0,15.5513378675319,Zone 1 (Rest),96.9584357302079,0.0,6.28720858924006,441,Premier League,Sheffield United
Sheffield United,Player_She_17,Midfielder,At Risk,75,198,63.2629970244546,41.7557647411632,65.1548838107298,403.61549960806894,0.713994678698314,1455,1,10,8.02419714681291,Zone 1 (Rest),55.3841257467672,2.16691228850827,25.0679979893185,442,Premier League,Sheffield United
Sheffield United,Player_She_18,Midfielder,At Risk,78,202,91.9462312142655,48.6550587812063,75.5034462237322,330.756741102643,1.38617129405599,746,1,5,9.0385890999074,Zone 1 (Rest),16.8774649306096,0.721965881417409,61.249418348941695,443,Premier League,Sheffield United
Sheffield United,Player_She_19,Defender,At Risk,82,193,99.8779766964668,44.4031492186188,68.6166362761545,475.950480458869,0.549220914540762,1889,1,6,5.00464708434981,Zone 1 (Rest),42.7068491999573,1.40040884974255,52.6291589197556,444,Premier League,Sheffield United
Sheffield United,Player_She_20,Forward,Optimal,62,185,80.0023303676435,53.4978640610831,67.1719915222509,275.804042101122,0.404002217984839,2129,0,0,16.8047946252437,Zone 1 (Rest),50.1361672956283,0.0,45.0616362881612,445,Premier League,Sheffield United
Sheffield United,Player_She_21,Defender,Optimal,57,188,63.348997513813906,37.7187902187386,84.3486783619767,288.628821645572,0.16054846850531,2798,0,0,19.656389752668,Zone 1 (Rest),117.920830375942,0.0,-8.96438438478184,446,Premier League,Sheffield United
Sheffield United,Player_She_22,Goalkeeper,Optimal,62,151,98.6083855418294,38.5636787973435,89.8004802105609,272.611125934464,0.24678456280288,2098,0,0,14.2746652816669,Zone 1 (Rest),55.5466772305637,0.0,54.0565477540458,447,Premier League,Sheffield United
Sheffield United,Player_She_23,Midfielder,Optimal,54,168,75.9312219635622,40.1362939580026,75.7022155520242,292.151339190742,0.424831044403472,2360,0,0,13.7023218568458,Zone 1 (Rest),77.8876493006479,0.0,22.7261110838791,448,Premier League,Sheffield United
Sheffield United,Player_She_24,Forward,Optimal,52,163,67.312535541569,59.1258376302672,71.3002932128839,233.924066117384,0.124972530911112,2110,0,0,12.6741527847211,Zone 1 (Rest),53.3347268597562,0.0,44.8488627681473,449,Premier League,Sheffield United
Sheffield United,Player_She_25,Defender,Optimal,61,165,92.3530529396674,47.5097730079179,69.0739895238441,285.869812124457,0.442892374947916,2545,0,0,12.7369845767837,Zone 1 (Rest),58.2937066729711,0.0,49.4358298634026,450,Premier League,Sheffield United
Burnley,Player_Bur_1,Midfielder,At Risk,76,195,87.3016191506863,46.6323369821567,75.0173795229249,429.145008670211,1.0105704087285,1638,2,3,5.31842383751258,Zone 1 (Rest),40.3656774101296,1.07687367777479,47.9837326783146,451,Premier League,Burnley
Burnley,Player_Bur_2,Defender,Recovering,63,208,58.5716025719617,36.5764523569722,79.8694121619216,450.365029191336,1.31194623463788,1635,2,8,5.65843451718104,Zone 1 (Rest),76.5824910454903,3.01728684144931,8.92575186704021,452,Premier League,Burnley
Burnley,Player_Bur_3,Forward,At Risk,77,193,84.9991899350414,52.7670115484086,69.2143694431263,471.935917016067,1.45947218295541,963,2,8,6.91698570529129,Zone 1 (Rest),21.6250579294366,1.70085908868356,60.176758318141694,453,Premier League,Burnley
Burnley,Player_Bur_4,Forward,Recovering,59,190,35.6758737717107,54.4076799717289,75.333409154685,420.862596448064,0.960898338206582,1912,3,5,9.66932971423124,Zone 1 (Rest),99.0019691521061,2.31909745274495,-4.6939028466666,454,Premier League,Burnley
Burnley,Player_Bur_5,Defender,Recovering,64,205,50.910724980129,37.2596568080774,86.3783866847102,445.074320046972,0.612590466529195,1573,2,3,5.2359835084869,Zone 1 (Rest),83.2000924933324,1.87569600231605,2.42453136335319,455,Premier League,Burnley
Burnley,Player_Bur_6,Midfielder,Optimal,51,185,69.3229124756334,53.9037493242013,78.8888503481578,286.348460836912,0.152915179060415,2487,0,0,13.9312179820708,Zone 1 (Rest),66.9277111952584,0.0,30.4318651916628,456,Premier League,Burnley
Burnley,Player_Bur_7,Midfielder,Underperforming,53,206,68.8606908845242,31.1232401980663,81.390977344884,405.512729799884,0.67159636706519,1605,2,0,7.31296773552577,Zone 1 (Rest),75.2303646373641,0.397159506720999,12.0162943908866,457,Premier League,Burnley
Burnley,Player_Bur_8,Defender,At Risk,82,195,62.5251963683187,37.9351011291106,74.2201879784534,390.253322814623,1.36917485740309,1617,1,5,7.1109611694033905,Zone 1 (Rest),68.4730048754029,1.34948443238752,16.4037398061674,458,Premier League,Burnley
Burnley,Player_Bur_9,Forward,Recovering,54,205,55.597274075913504,53.4709315626278,64.1208523790602,355.373993898402,0.546063063681977,1655,1,8,6.60427271374922,Zone 1 (Rest),55.8928623736564,2.45111683139656,25.9391918365292,459,Premier League,Burnley
Burnley,Player_Bur_10,Midfielder,Optimal,58,154,70.3841313483391,40.032875142249,71.2924488756208,257.076148095907,0.291481943186209,2425,0,0,12.1963492859457,Zone 1 (Rest),86.4965890803277,0.0,15.5327385780912,460,Premier League,Burnley
Burnley,Player_Bur_11,Defender,At Risk,75,191,66.7125838258412,42.4072715241997,62.0281424841715,444.805837754584,1.42880796068789,596,1,9,6.53851406694922,Zone 1 (Rest),21.2978968657535,2.29252022655403,45.9800829760667,461,Premier League,Burnley
Burnley,Player_Bur_12,Forward,Optimal,60,181,88.4400384779925,44.6899895534819,82.4813705017247,291.784088309355,0.143211582996632,2801,0,0,10.5383052490846,Zone 1 (Rest),71.1352445454012,0.0,34.2512615945156,462,Premier League,Burnley
Burnley,Player_Bur_13,Midfielder,Optimal,50,162,63.2465689785486,49.0440495820708,82.1727426597886,268.651394304325,0.426028840270323,2976,0,0,18.6144568602132,Zone 1 (Rest),96.5422960393014,0.0,9.72118674155432,463,Premier League,Burnley
Burnley,Player_Bur_14,Defender,At Risk,83,191,78.429344009667,49.7768108260733,74.4969622762631,497.37918907766,1.25456936120574,969,2,2,9.43251263320951,Zone 1 (Rest),25.062548181818,0.540697066360325,54.0018883004829,464,Premier League,Burnley
Burnley,Player_Bur_15,Forward,Recovering,60,203,55.7628428951611,46.5176268523158,88.6212679523426,324.375900356277,0.518275069723506,1031,3,7,9.95944597973746,Zone 1 (Rest),40.13020266803031,1.8006110577387,30.6158951130279,465,Premier League,Burnley
Burnley,Player_Bur_16,Midfielder,Optimal,57,156,67.4849708164201,51.1109913977124,68.7408321851323,241.739478232915,0.250746752138875,2533,0,0,19.7749625820889,Zone 1 (Rest),74.0101291792052,0.0,28.5806622018765,466,Premier League,Burnley
Burnley,Player_Bur_17,Midfielder,At Risk,78,199,64.2720281600946,59.0680575876419,61.8068083470089,359.530055513656,0.798066201170004,897,3,10,9.22157432076191,Zone 1 (Rest),23.8704003448441,2.19339210976707,49.9847665341168,467,Premier League,Burnley
Burnley,Player_Bur_19,Defender,At Risk,74,205,66.7524002313826,47.0788576428371,60.3968643871588,402.356091313896,1.26944257942156,1085,3,2,9.09812434773822,Zone 1 (Rest),34.814765231342,0.823286984799015,38.54463055750129,469,Premier League,Burnley
Burnley,Player_Bur_20,Defender,Underperforming,54,196,80.1483354833628,47.5683172608992,88.575503690538,450.907383180492,0.945452929734288,1107,3,0,8.50467682509,Zone 1 (Rest),29.2589744449815,0.440117798708115,50.2335093363676,470,Premier League,Burnley
Burnley,Player_Bur_21,Midfielder,Optimal,54,161,91.8576224609391,54.789384664774495,79.3660306923157,215.577326058017,0.318818138246231,2197,0,0,17.9312853796306,Zone 1 (Rest),44.0097229010367,0.0,63.7498659780602,471,Premier League,Burnley
Burnley,Player_Bur_22,Midfielder,At Risk,76,202,98.2259786906596,59.0726521565938,70.5698116275762,308.620021789665,0.679094939328182,1203,3,10,8.52978118290004,Zone 1 (Rest),20.8795560331875,1.55159759375357,67.5341954525079,472,Premier League,Burnley
Burnley,Player_Bur_23,Defender,Recovering,50,205,59.4377273217383,47.6323299821827,83.2570361669717,368.518216562226,1.12766887715881,912,2,2,9.69032069784066,Zone 1 (Rest),32.5552478040104,0.694479844471261,36.348687560932,473,Premier League,Burnley
Burnley,Player_Bur_24,Defender,Recovering,59,207,57.7221896653705,46.406481762944,76.8559136942856,434.28121452874706,1.4263082769212,1533,3,11,7.98233537706772,Zone 1 (Rest),57.5275950349093,3.03847220216269,22.5125972915001,474,Premier League,Burnley
Burnley,Player_Bur_25,Goalkeeper,At Risk,81,206,77.0399007787371,49.3548564966743,86.444134581815,412.879076067798,1.43295662552823,1219,1,2,5.96580004204216,Zone 1 (Rest),32.2164998941817,0.652734919827829,45.7176006704999,475,Premier League,Burnley
Luton Town,Player_Lut_1,Defender,Recovering,51,193,45.5188044645676,38.2621479545429,65.9803646841355,382.473297454936,0.572276947573177,1485,1,11,8.62643542177278,Zone 1 (Rest),85.7594126249391,3.0560399243798,-1.02510891493712,476,Premier League,Luton Town
Luton Town,Player_Lut_3,Goalkeeper,Optimal,50,166,66.4677821309595,49.3166463943667,80.1448594247355,274.156610846683,0.318670905958925,2694,0,0,12.8236791904266,Zone 1 (Rest),82.5762664563094,0.0,20.0049169090463,478,Premier League,Luton Town
Luton Town,Player_Lut_4,Midfielder,At Risk,71,199,66.6491744820663,58.3297830223103,69.835145965501,374.416450992579,1.25982365842839,1234,2,5,7.91563911726435,Zone 1 (Rest),31.9452992331934,1.32683610085594,46.7505820458207,479,Premier League,Luton Town
Luton Town,Player_Lut_6,Forward,At Risk,74,192,74.0659948936762,58.1909694602428,77.0686644984555,452.434917436329,1.31180671835089,1330,3,2,9.24235887203132,Zone 1 (Rest),31.073110087458,0.730412699732902,52.6999240971151,481,Premier League,Luton Town
Luton Town,Player_Lut_7,Defender,Underperforming,53,196,73.5688119356714,40.891908974215,61.2320451837122,448.965015105983,0.945955545092102,1789,2,0,8.36878114892045,Zone 1 (Rest),59.7456191361412,0.324843396077277,27.9158682519108,482,Premier League,Luton Town
Luton Town,Player_Lut_8,Midfielder,At Risk,76,195,85.3897656441612,43.7283960970795,82.4810830993487,409.139193762605,0.704064388546601,698,1,11,5.13433827022468,Zone 1 (Rest),18.8308072404041,2.73710177400265,56.5576176927367,483,Premier League,Luton Town
Luton Town,Player_Lut_9,Goalkeeper,Optimal,53,153,88.6050007926755,49.142696650795905,85.6776261340086,247.510034069172,0.459182086474008,2555,0,0,15.3563450058757,Zone 1 (Rest),59.0304533402084,0.0,51.4491791524595,484,Premier League,Luton Town
Luton Town,Player_Lut_10,Midfielder,Optimal,51,175,80.4388297218025,48.5752858222937,61.6134589253213,202.208584530118,0.243184477813106,2204,0,0,16.63310709504,Zone 1 (Rest),56.8323614797187,0.0,41.2467166082157,485,Premier League,Luton Town
Luton Town,Player_Lut_11,Midfielder,Optimal,51,169,94.2785765910496,58.7742927074807,74.7708691055888,270.086569912543,0.442220449374349,2077,0,0,15.7356328002671,Zone 1 (Rest),37.7671262967272,0.0,68.2164159773983,486,Premier League,Luton Town
Luton Town,Player_Lut_12,Midfielder,Underperforming,63,195,79.8901554636351,43.5683219312699,63.244650437200704,468.421372496702,1.11413317618752,1896,3,0,5.95868108695133,Zone 1 (Rest),54.6433074664357,0.630199198007702,35.2898307325483,487,Premier League,Luton Town
Luton Town,Player_Lut_13,Defender,Recovering,55,209,56.0894905443651,31.7626886195338,81.4199609302158,469.50952661094703,0.681817652837339,691,3,11,8.69933913300202,Zone 1 (Rest),39.2746850699453,2.86919640956419,23.2428201406477,488,Premier League,Luton Town
Luton Town,Player_Lut_14,Forward,At Risk,84,192,67.8594786782485,44.2349172410484,61.2449197652972,364.413507039146,1.05974466133368,971,1,4,6.53133943502307,Zone 1 (Rest),32.565290125616,1.1281250184983,41.4214092675422,489,Premier League,Luton Town
Luton Town,Player_Lut_15,Defender,Recovering,61,195,45.827639198165,35.1780854958628,61.5848005909417,445.21697029677,0.621302998005534,1457,3,4,7.41137000040772,Zone 1 (Rest),90.8371305558713,2.06097184801817,-5.04174659581715,490,Premier League,Luton Town
Luton Town,Player_Lut_16,Defender,At Risk,82,191,75.189496192866,42.3438845423393,89.0945659390135,445.526227539938,1.42260375709396,1604,2,3,5.91892332553951,Zone 1 (Rest),50.5657127872322,1.1234923390997,35.0616062554833,491,Premier League,Luton Town
Luton Town,Player_Lut_17,Forward,At Risk,84,201,79.5914347195296,50.5731320797855,70.0332758135431,403.862538528461,0.697555905678478,711,1,11,7.18123013178579,Zone 1 (Rest),17.842177932192,2.09950091468384,55.8817855060314,492,Premier League,Luton Town
Luton Town,Player_Lut_18,Midfielder,Recovering,51,201,40.410070062366,58.6573538025327,87.6793541881072,400.474363994419,0.827883994018259,1945,2,7,9.31244810949151,Zone 1 (Rest),82.4483422732318,2.39160272850142,8.26819979684919,493,Premier League,Luton Town
Luton Town,Player_Lut_19,Midfielder,Optimal,56,155,82.112595028734,54.8132716213325,74.5505396257212,208.540303016272,0.488984556011161,2247,0,0,11.795997814401,Zone 1 (Rest),50.1858758201749,0.0,55.961284406381694,494,Premier League,Luton Town
Luton Town,Player_Lut_20,Forward,Optimal,57,182,77.1659796783329,41.4979168400397,63.184810606424,283.747251961877,0.195927980882636,2282,0,0,12.553533502289,Zone 1 (Rest),71.65492144864,0.0,25.8291071811718,495,Premier League,Luton Town
Luton Town,Player_Lut_21,Forward,Recovering,59,200,53.7580686889129,48.0461408276474,72.7486055718729,376.576629456837,1.21907562051081,954,1,6,6.25445158267052,Zone 1 (Rest),37.1778406280405,2.08192532108782,32.3131844442599,496,Premier League,Luton Town
Luton Town,Player_Lut_22,Defender,At Risk,71,209,77.963140565395,41.552261612742704,77.1272116125643,366.485338434873,0.815533180663136,808,2,8,8.83297972356026,Zone 1 (Rest),25.2144368080591,1.45212312350343,45.1200791244395,497,Premier League,Luton Town
Luton Town,Player_Lut_23,Defender,Recovering,59,193,45.498827755628305,35.6920076460936,75.5162828308059,469.636299655989,1.18517451327778,1361,3,11,8.78888280187579,Zone 1 (Rest),84.3494882943344,3.50101647841158,-1.63660771637955,498,Premier League,Luton Town
Luton Town,Player_Lut_24,Midfielder,Optimal,61,173,76.7654469776822,42.2659920879654,65.1573767318131,254.732468433949,0.16583970947983,2181,0,0,12.4974417922936,Zone 1 (Rest),67.6052280051673,0.0,29.7261335609713,499,Premier League,Luton Town
Luton Town,Player_Lut_25,Defender,Optimal,57,161,96.2493407774055,54.8687034791239,75.9848111220418,286.066782178889,0.377967351912603,2638,0,0,16.8311428572305,Zone 1 (Rest),50.2706431759301,0.0,62.6381373171425,500,Premier League,Luton Town
Brighton & Hove Albion,Player_Bri_23,Midfielder,At Risk,84,204,84.0769372406053,57.8504657990969,73.3014004313756,421.41791574375105,1.13130755309199,1004,1,4,6.18716734187403,Zone 1 (Rest),20.7691204162036,0.961172328263452,59.3913150115189,501,LaLiga,Team_1
Aston Villa,Player_Ast_7,Defender,Optimal,63,170,71.4362715695664,46.3189387793723,85.5342499090859,284.651433869028,0.467570613455822,2529,0,0,16.3607076372983,Zone 1 (Rest),76.9257883087531,0.0,24.0173070824621,502,LaLiga,Team_2
Brighton & Hove Albion,Player_Bri_12,Midfielder,Recovering,61,205,51.3604206099234,56.5195642541616,63.019124355706,347.974822551189,0.641971989760994,540,3,3,8.74413168481653,Zone 1 (Rest),18.9035126512106,1.33599855782478,43.403157177011906,503,LaLiga,Team_3
Arsenal,Player_Ars_25,Forward,At Risk,82,206,60.464821596324,31.4489377558912,84.8123389101671,395.98776694342496,1.1000205481193,510,1,10,9.30061198594602,Zone 1 (Rest),27.3092691450474,1.95604293376041,31.3614030131883,504,LaLiga,Team_4
Aston Villa,Player_Ast_15,Defender,Optimal,59,153,62.1121584187411,39.7319532448751,77.981068969888,260.214564405248,0.109173124507217,2914,0,0,14.9825568226345,Zone 1 (Rest),118.68620628758,0.0,-11.007904982983,505,LaLiga,Team_5
West Ham United,Player_Wes_11,Defender,Optimal,61,167,85.4760926981897,36.8120833316258,62.1513566654295,240.962889489523,0.224486998025357,2805,0,0,18.4713948969379,Zone 1 (Rest),89.7322038587222,0.0,19.4945941144271,506,LaLiga,Team_6
Wolverhampton Wanderers,Player_Wol_2,Goalkeeper,Optimal,63,152,68.7483920129433,33.6567555973763,87.6427737890167,228.570756766089,0.47084951274578,2711,0,0,15.587659446244,Zone 1 (Rest),117.837812271589,0.0,-10.1530688560986,507,LaLiga,Team_7
Fulham,Player_Ful_8,Goalkeeper,Recovering,64,193,50.8085417242139,45.4224563170377,87.3662671716489,330.31901496002,1.37588308351706,970,1,9,6.45014596824453,Zone 1 (Rest),42.3099710834751,3.0513619534619,27.9383559366718,508,LaLiga,Team_8
Brentford,Player_Bre_18,Forward,Recovering,51,205,58.3534256626803,53.9325454243478,74.8711125069567,486.625446881662,0.939095565250829,1355,2,2,6.03126056918076,Zone 1 (Rest),43.2464861249602,1.13654214039378,33.6777975424722,510,LaLiga,Team_10
Luton Town,Player_Lut_20,Forward,Optimal,57,182,77.1659796783329,41.4979168400397,63.184810606424,283.747251961877,0.195927980882636,2282,0,0,12.553533502289,Zone 1 (Rest),71.65492144864,0.0,25.8291071811718,511,LaLiga,Team_11
Newcastle United,Player_New_11,Goalkeeper,Optimal,53,189,90.7439921915403,34.8731343212773,82.7889610903259,209.292914437939,0.202818906572832,2455,0,0,17.5527042049681,Zone 1 (Rest),78.1333946390277,0.0,25.1236676580899,512,LaLiga,Team_12
Nottingham Forest,Player_Not_13,Defender,At Risk,80,206,87.0442010325741,36.1447792369544,84.2506131035704,410.094355420588,1.29001484155988,1246,3,10,6.88919606863593,Zone 1 (Rest),39.8223829485642,2.16787862806165,40.4692220004681,513,LaLiga,Team_13
Burnley,Player_Bur_23,Defender,Recovering,50,205,59.4377273217383,47.6323299821827,83.2570361669717,368.518216562226,1.12766887715881,912,2,2,9.69032069784066,Zone 1 (Rest),32.5552478040104,0.694479844471261,36.348687560932,514,LaLiga,Team_14
Nottingham Forest,Player_Not_15,Midfielder,Optimal,64,187,78.2153254192243,48.2992087215936,81.914774324469,213.535543497328,0.179055688236452,2329,0,0,14.7741618948035,Zone 1 (Rest),62.0417286380046,0.0,34.4774360977611,515,LaLiga,Team_15
Nottingham Forest,Player_Not_9,Defender,At Risk,75,200,67.8498286682466,32.5109957979695,88.9043984242298,321.608911875281,0.978491070107189,798,1,10,5.43016078516472,Zone 1 (Rest),36.42244564348871,2.98559737851792,31.9691894113637,517,LaLiga,Team_17
Chelsea,Player_Che_22,Forward,At Risk,82,200,73.3697556326784,55.4182440749164,63.1979475940132,315.027556347162,1.2281887562036,1740,1,9,7.17413669301873,Zone 1 (Rest),42.9700994261972,1.89982360806497,42.9089501406988,518,LaLiga,Team_18
Brighton & Hove Albion,Player_Bri_2,Forward,At Risk,75,203,78.3320256611463,49.6939257426009,64.9732362048983,489.139629400057,1.34997537148066,1589,2,3,9.30993454202136,Zone 1 (Rest),41.0599422952097,0.685620854993605,42.8403985756342,519,LaLiga,Team_19
Arsenal,Player_Ars_12,Midfielder,Optimal,61,162,95.7791972387227,59.829506702901,61.8455107871771,288.290626913746,0.306431608177447,2114,0,0,18.2468096592515,Zone 1 (Rest),37.2092450402466,0.0,73.0860857415908,520,LaLiga,Team_20
Newcastle United,Player_New_1,Defender,At Risk,79,193,88.7054314363452,37.9981041360831,85.4181309665645,464.634803119132,1.02248104051612,1786,3,11,8.99890547712011,Zone 1 (Rest),53.253977072103105,1.75383257842028,38.0567660623447,521,LaLiga,Team_1
Tottenham Hotspur,Player_Tot_3,Midfielder,At Risk,71,204,68.0060097697924,43.3496516451814,63.137035210032,427.286049908727,1.2064757264869,508,2,10,5.25985641825736,Zone 1 (Rest),17.4102253615278,3.35474924206446,46.0516843399245,522,LaLiga,Team_2
Bournemouth,Player_Bou_7,Midfielder,Recovering,52,190,42.0063682754902,55.665959659121,67.9778535189636,498.06646075873,0.525769598764351,1839,3,2,7.15491950960411,Zone 1 (Rest),78.952030874808,1.66360461437594,9.8527879262122,523,LaLiga,Team_3
Tottenham Hotspur,Player_Tot_21,Defender,Recovering,51,202,53.934409465759,38.711666296258706,84.5350264852507,324.041811074122,1.04448909796085,1224,3,2,6.83230767435699,Zone 1 (Rest),58.950988798888,1.35686506530679,16.6807361203612,524,LaLiga,Team_4
Brighton & Hove Albion,Player_Bri_23,Midfielder,At Risk,84,204,84.0769372406053,57.8504657990969,73.3014004313756,421.41791574375105,1.13130755309199,1004,1,4,6.18716734187403,Zone 1 (Rest),20.7691204162036,0.961172328263452,59.3913150115189,527,LaLiga,Team_7
Bournemouth,Player_Bou_15,Defender,Underperforming,62,209,89.3562150800748,36.931175196331,72.2314731199568,325.11311572745,0.67129495782167,1449,2,0,6.95955281471955,Zone 1 (Rest),44.1195849071862,0.321605817378876,39.314739411109905,528,LaLiga,Team_8
Nottingham Forest,Player_Not_25,Midfielder,Optimal,62,152,67.3783620423953,44.0458789831641,71.6012117113193,205.11502056204,0.259117376371639,2588,0,0,19.5241530599664,Zone 1 (Rest),87.8623084569721,0.0,15.5012714267021,529,LaLiga,Team_9
Arsenal,Player_Ars_18,Midfielder,Optimal,51,163,98.9395587670959,59.3775571057138,82.4895549522877,213.008624013063,0.403305278371609,2006,0,0,10.6562614457401,Zone 1 (Rest),34.3272951287448,0.0,76.0673746896104,530,LaLiga,Team_10
Aston Villa,Player_Ast_18,Goalkeeper,Optimal,64,155,99.6450572728521,44.9443917548408,87.4996596671403,295.031275293059,0.181174547029961,2499,0,0,13.6223544165229,Zone 1 (Rest),56.1042745075561,0.0,57.0872093678302,531,LaLiga,Team_11
Chelsea,Player_Che_15,Midfielder,Underperforming,54,209,73.4346342859934,56.5021466284532,70.8917763658527,306.845622164106,1.33065450656525,1304,2,0,8.8691726160067,Zone 1 (Rest),31.6413909387427,0.307076054485919,47.0312870697148,533,LaLiga,Team_13
Newcastle United,Player_New_1,Defender,At Risk,79,193,88.7054314363452,37.9981041360831,85.4181309665645,464.634803119132,1.02248104051612,1786,3,11,8.99890547712011,Zone 1 (Rest),53.253977072103105,1.75383257842028,38.0567660623447,535,LaLiga,Team_15
